DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h",Type of reactor,Av_ar_exactmw,Av_ar_lipinskiHBA,Av_ar_lipinskiHBD,Av_ar_NumHBA,Av_ar_NumHeavyAtoms,Av_harm_labuteASA,Av_harm_CrippenClogP,Av_harm_kappa1,Av_harm_kappa3,Av_harm_Energy of +1 ion,Av_harm_Metal_radius
https://doi.org/10.1016/j.apsusc.2023.159243,p-Cu2O,Cu2O,Cu2O,No,100.0,polyhedron,0.0,1273.5,1841.4,2409.3,1273.5,1841.4,2409.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H4,19.45,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,p-Cu2O,Cu2O,Cu2O,No,100.0,polyhedron,0.0,1273.5,1841.4,2409.3,1273.5,1841.4,2409.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,60.45,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,p-Cu2O,Cu2O,Cu2O,No,100.0,polyhedron,0.0,1273.5,1841.4,2409.3,1273.5,1841.4,2409.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CO,9.11,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,c-Cu2O,Cu2O,Cu2O,No,100.0,cubic,0.0,459.5,810.75,1162.0,459.5,810.75,1162.0,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,55.14,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,c-Cu2O,Cu2O,Cu2O,No,100.0,cubic,0.0,459.5,810.75,1162.0,459.5,810.75,1162.0,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,31.07,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,c-Cu2O,Cu2O,Cu2O,No,100.0,cubic,0.0,459.5,810.75,1162.0,459.5,810.75,1162.0,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,2.75,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,o-Cu2O,Cu2O,Cu2O,No,100.0,octahedron,0.0,805.0,1204.0,1603.0,961.7,1276.4,1591.1,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,35.56,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,o-Cu2O,Cu2O,Cu2O,No,100.0,octahedron,0.0,805.0,1204.0,1603.0,961.7,1276.4,1591.1,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,46.99,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,o-Cu2O,Cu2O,Cu2O,No,100.0,octahedron,0.0,805.0,1204.0,1603.0,961.7,1276.4,1591.1,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,9.25,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,d-Cu2O,Cu2O,Cu2O,No,100.0,dodecahedron,0.0,634.8,938.05,1241.3,634.8,938.05,1241.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,42.13,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,d-Cu2O,Cu2O,Cu2O,No,100.0,dodecahedron,0.0,634.8,938.05,1241.3,634.8,938.05,1241.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,33.92,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,d-Cu2O,Cu2O,Cu2O,No,100.0,dodecahedron,0.0,634.8,938.05,1241.3,634.8,938.05,1241.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,5.41,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,p-Cu2O,Cu2O,Cu2O,No,100.0,polyhedron,0.0,1273.5,1841.4,2409.3,1273.5,1841.4,2409.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,12.24,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,p-Cu2O,Cu2O,Cu2O,No,100.0,polyhedron,0.0,1273.5,1841.4,2409.3,1273.5,1841.4,2409.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,57.22,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
https://doi.org/10.1016/j.apsusc.2023.159243,p-Cu2O,Cu2O,Cu2O,No,100.0,polyhedron,0.0,1273.5,1841.4,2409.3,1273.5,1841.4,2409.3,0.0,100.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,7.12,1.0,H-cell,141.85410961999997,1.0,0.0,0.0,3.0,40.040471732759606,-0.12380000000000001,36.040575683266006,2.998961038961039,14.53413,0.65
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.6,C2H4,31.57,0.48,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.6,H2,27.92,0.48,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.6,CO,4.2,0.48,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.6,C2H5OH,12.23,0.48,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.6,CH4,8.39,0.48,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,36.93,0.48,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,41.58,1.01,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,42.54,1.56,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,42.54,2.14,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,45.79,2.68,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,42.19,3.24,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,37.28,3.79,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,26.67,4.36,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,22.02,4.89,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H4,16.23,5.47,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,H2,24.82,0.43,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,CO,6.39,0.43,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,C2H5OH,9.85,0.43,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.4,CH4,2.37,0.43,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,25.65,0.43,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,30.04,1.04,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,31.66,1.64,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,32.23,2.29,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,33.0,2.93,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,33.64,3.54,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
10.1016/j.jcis.2019.05.073,Cu@Cu2O,Cu1O0.056,Cu2O,Cu,8.91,nanorod,0.0,150.0,150.0,150.0,0.0,0.0,0.0,90.0,8.8,1.2,carbon paper electrode,KHCO3,0.1,6.8,-1.2,C2H4,34.91,4.15,H-cell,69.96177152989199,0.0891,0.0,0.0,1.1782,18.892184485261005,-0.002739127852841484,1.6612581358439176,4.071827948033456,8.666079475758071,1.269486973808112
